id,server_id,user_id,local_workout_id,exercise_id,exercise_name,reps,weight,notes,sort_order,created_at,updated_at,deleted
2653,,REPLACE_WITH_YOUR_USER_ID,18109708360,lat-pulldown,Lat Pulldown,10,68.06.00,,1,1737940138000,1754593333515,0
2654,,REPLACE_WITH_YOUR_USER_ID,18109708360,lat-pulldown,Lat Pulldown,12,68.06.00,,2,1737940526000,1754593333515,0
2655,,REPLACE_WITH_YOUR_USER_ID,18109708360,lat-pulldown,Lat Pulldown,12,68.06.00,,3,1737940942000,1754593333515,0
2656,,REPLACE_WITH_YOUR_USER_ID,18092059068,smith-incline-bench-press,Incline Smith Machine Bench Press,10,61.25.00,,1,1737761677000,1754593338516,0
2657,,REPLACE_WITH_YOUR_USER_ID,18092059068,smith-incline-bench-press,Incline Smith Machine Bench Press,7,61.25.00,,2,1737761885000,1754593338516,0
2658,,REPLACE_WITH_YOUR_USER_ID,18092059068,smith-incline-bench-press,Incline Smith Machine Bench Press,8,61.25.00,,3,1737762176000,1754593338516,0
2659,,REPLACE_WITH_YOUR_USER_ID,18092059068,smith-bench-press,Smith Machine Bench Press,10,66.15.00,,1,1737762613000,1754593338516,0
2660,,REPLACE_WITH_YOUR_USER_ID,18092059068,smith-bench-press,Smith Machine Bench Press,8,66.15.00,,2,1737762974000,1754593338516,0
2661,,REPLACE_WITH_YOUR_USER_ID,18092059068,smith-bench-press,Smith Machine Bench Press,6,66.15.00,,3,1737763320000,1754593338516,0
2662,,REPLACE_WITH_YOUR_USER_ID,18092059068,pec-deck,Pec Deck Machine,8,63.5,,1,1737763489000,1754593338516,0
2663,,REPLACE_WITH_YOUR_USER_ID,18092059068,pec-deck,Pec Deck Machine,9,59.34.00,,2,1737763768000,1754593338516,0
2664,,REPLACE_WITH_YOUR_USER_ID,18092059068,pec-deck,Pec Deck Machine,10,59.34.00,,3,1737764062000,1754593338516,0
2665,,REPLACE_WITH_YOUR_USER_ID,18092059068,barbell-ohp,Barbell Overhead Press,6,54.44.00,,1,1737764211000,1754593338516,0
2666,,REPLACE_WITH_YOUR_USER_ID,18092059068,barbell-ohp,Barbell Overhead Press,10,52.19.00,,2,1737764450000,1754593338516,0
2667,,REPLACE_WITH_YOUR_USER_ID,18092059068,barbell-ohp,Barbell Overhead Press,8,52.19.00,,3,1737764666000,1754593338516,0
2668,,REPLACE_WITH_YOUR_USER_ID,18092059068,lateral-raise,Lateral Raise,10,18.13,,1,1737765109000,1754593338516,0
2669,,REPLACE_WITH_YOUR_USER_ID,18092059068,lateral-raise,Lateral Raise,10,18.13,,2,1737765419000,1754593338516,0
2670,,REPLACE_WITH_YOUR_USER_ID,18092059068,lateral-raise,Lateral Raise,10,18.13,,3,1737765669000,1754593338516,0
2671,,REPLACE_WITH_YOUR_USER_ID,18092059068,tricep-pushdown-bar,Tricep Pushdown (Bar),10,50.28.00,,1,1737765820000,1754593338516,0
2672,,REPLACE_WITH_YOUR_USER_ID,18092059068,tricep-pushdown-bar,Tricep Pushdown (Bar),12,50.28.00,,2,1737766039000,1754593338516,0
2673,,REPLACE_WITH_YOUR_USER_ID,18092059068,tricep-pushdown-bar,Tricep Pushdown (Bar),10,52.19.00,,3,1737766238000,1754593338516,0
2674,,REPLACE_WITH_YOUR_USER_ID,18092059068,cable-row,Seated Cable Row,10,68.06.00,,1,1737766566000,1754593338516,0
2675,,REPLACE_WITH_YOUR_USER_ID,18092059068,cable-row,Seated Cable Row,12,63.5,,2,1737766995000,1754593338516,0
2676,,REPLACE_WITH_YOUR_USER_ID,18092059068,cable-row,Seated Cable Row,12,63.5,,3,1737767242000,1754593338516,0
2677,,REPLACE_WITH_YOUR_USER_ID,18092059068,lat-pulldown,Lat Pulldown,15,66.17.00,,1,1737767377000,1754593338516,0
2678,,REPLACE_WITH_YOUR_USER_ID,18092059068,lat-pulldown,Lat Pulldown,12,66.17.00,,2,1737767857000,1754593338516,0
2679,,REPLACE_WITH_YOUR_USER_ID,18092059068,lat-pulldown,Lat Pulldown,10,63.5,,3,1737768032000,1754593338516,0
2680,,REPLACE_WITH_YOUR_USER_ID,18092059068,ez-bar-curl,EZ-Bar Curl,15,23.09,,1,1737768391000,1754593338516,0
2681,,REPLACE_WITH_YOUR_USER_ID,18092059068,ez-bar-curl,EZ-Bar Curl,12,23.09,,2,1737768847000,1754593338516,0
2682,,REPLACE_WITH_YOUR_USER_ID,18092059068,ez-bar-curl,EZ-Bar Curl,12,23.09,,3,1737769486000,1754593338516,0
2683,,REPLACE_WITH_YOUR_USER_ID,18092059068,reverse-curl,Reverse Barbell Curl,15,14.03,,1,1737768501000,1754593338516,0
2684,,REPLACE_WITH_YOUR_USER_ID,18092059068,reverse-curl,Reverse Barbell Curl,15,14.03,,2,1737768989000,1754593338516,0
2685,,REPLACE_WITH_YOUR_USER_ID,18092059068,reverse-curl,Reverse Barbell Curl,24,14.03,,3,1737769824000,1754593338516,0
2686,,REPLACE_WITH_YOUR_USER_ID,18092059068,leg-press,Leg Press,12,82.03.00,,1,1737769960000,1754593338516,0
2687,,REPLACE_WITH_YOUR_USER_ID,18092059068,leg-press,Leg Press,12,82.03.00,,2,1737770344000,1754593338516,0
2688,,REPLACE_WITH_YOUR_USER_ID,18092059068,leg-press,Leg Press,15,82.03.00,,3,1737770528000,1754593338516,0
2689,,REPLACE_WITH_YOUR_USER_ID,18092059068,weighted-crunch,Weighted Crunch,10,54.44.00,,1,1737770846000,1754593338516,0
2690,,REPLACE_WITH_YOUR_USER_ID,18092059068,weighted-crunch,Weighted Crunch,10,45.38.00,,2,1737771158000,1754593338516,0
2691,,REPLACE_WITH_YOUR_USER_ID,18092059068,weighted-crunch,Weighted Crunch,12,45.38.00,,3,1737771590000,1754593338516,0
2692,,REPLACE_WITH_YOUR_USER_ID,18030319028,smith-bench-press,Smith Machine Bench Press,8,61.23.00,,1,1737165936000,1754593350526,0
2693,,REPLACE_WITH_YOUR_USER_ID,18064738072,pushup,Push-Up,25,<null>,,1,1737503158000,1754593347526,0
2694,,REPLACE_WITH_YOUR_USER_ID,18030319028,smith-bench-press,Smith Machine Bench Press,5,61.23.00,,2,1737166486000,1754593350526,0
2695,,REPLACE_WITH_YOUR_USER_ID,18064738072,pushup,Push-Up,20,<null>,,2,1737503365000,1754593347526,0
2696,,REPLACE_WITH_YOUR_USER_ID,18030319028,smith-bench-press,Smith Machine Bench Press,8,56.7,,3,1737166700000,1754593350526,0
2697,,REPLACE_WITH_YOUR_USER_ID,18064738072,pushup,Push-Up,16,<null>,,3,1737503570000,1754593347526,0
2698,,REPLACE_WITH_YOUR_USER_ID,18030319028,tricep-pushdown-bar,Tricep Pushdown (Bar),10,54.43.00,,1,1737166848000,1754593350526,0
2699,,REPLACE_WITH_YOUR_USER_ID,18030319028,tricep-pushdown-bar,Tricep Pushdown (Bar),8,54.43.00,,2,1737167015000,1754593350526,0
2700,,REPLACE_WITH_YOUR_USER_ID,18030319028,tricep-pushdown-bar,Tricep Pushdown (Bar),8,52.16.00,,3,1737167172000,1754593350526,0
2701,,REPLACE_WITH_YOUR_USER_ID,18022618229,cable-row,Seated Cable Row,12,63.5,,1,1737079553000,1754593354522,0
2702,,REPLACE_WITH_YOUR_USER_ID,18022618229,cable-row,Seated Cable Row,12,59.37.00,,2,1737079897000,1754593354522,0
2703,,REPLACE_WITH_YOUR_USER_ID,18022618229,cable-row,Seated Cable Row,12,63.5,,3,1737080085000,1754593354522,0
2704,,REPLACE_WITH_YOUR_USER_ID,18022618229,lat-pulldown,Lat Pulldown,12,72.57.00,,1,1737080720000,1754593354522,0
2705,,REPLACE_WITH_YOUR_USER_ID,18022618229,lat-pulldown,Lat Pulldown,12,72.57.00,,2,1737081085000,1754593354522,0
2706,,REPLACE_WITH_YOUR_USER_ID,18022618229,lat-pulldown,Lat Pulldown,12,68.04.00,,3,1737081430000,1754593354522,0
2707,,REPLACE_WITH_YOUR_USER_ID,18022618229,ez-bar-curl,EZ-Bar Curl,12,38.56.00,,1,1737081938000,1754593354522,0
2708,,REPLACE_WITH_YOUR_USER_ID,18022618229,ez-bar-curl,EZ-Bar Curl,12,38.56.00,,2,1737082187000,1754593354522,0
2709,,REPLACE_WITH_YOUR_USER_ID,18022618229,ez-bar-curl,EZ-Bar Curl,10,38.56.00,,3,1737082644000,1754593354522,0
2710,,REPLACE_WITH_YOUR_USER_ID,18022618229,dumbbell-lateral-raise,Dumbbell Lateral Raise,12,16.28,,1,1737082930000,1754593354522,0
2711,,REPLACE_WITH_YOUR_USER_ID,18022618229,dumbbell-lateral-raise,Dumbbell Lateral Raise,12,16.28,,2,1737083143000,1754593354522,0
2712,,REPLACE_WITH_YOUR_USER_ID,18022618229,dumbbell-lateral-raise,Dumbbell Lateral Raise,12,16.28,,3,1737083410000,1754593354522,0
2713,,REPLACE_WITH_YOUR_USER_ID,18022618229,hammer-curl,Hammer Curl,6,32.15.00,,1,1737083806000,1754593354522,0
2714,,REPLACE_WITH_YOUR_USER_ID,18022618229,hammer-curl,Hammer Curl,10,27.22.00,,2,1737084089000,1754593354522,0
